timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,ref_mask
1524973575686491118,0.135645,1.06971,-0.13427,-0.00246826,0.00229443,0.0011055,0,0,0,-0.934884,-0.000809375,-0.026561,0.353956,10,0,-0.5,0.994172,-0.10781,-0.438876,0,0,0,1
1524973575696607604,0.135654,1.06969,-0.134281,-0.00246826,0.00229443,0.0011055,0,0,0,-0.9349,-0.00102211,-0.0265726,0.353914,10,0,-0.5,0.994172,-0.107808,-0.438863,0,0,0,1
1524973575706273012,0.135641,1.0697,-0.134271,-0.00024592,-0.000174876,-6.46677e-05,0,0,0,-0.934947,-0.000851904,-0.02643,0.353802,10,0,-0.5,0.994172,-0.107809,-0.438875,0,0,0,1
1524973575716229009,0.13564,1.0697,-0.134267,-9.0453e-05,-0.000612297,0.000454005,0.0953917,-0.116611,-0.0261364,-0.934935,-0.000923104,-0.0265043,0.353828,10,0,-0.5,0.994172,-0.107809,-0.438879,0,0,0,1
1524973575726220355,0.135642,1.06969,-0.134269,-9.0453e-05,-0.000612297,0.000454005,0.0953917,-0.116611,-0.0261364,-0.934916,-0.000894042,-0.0264147,0.353884,10,0,-0.5,0.994172,-0.107808,-0.438877,0,0,0,1
1524973575736191743,0.135639,1.06969,-0.13427,-0.00174927,0.000152563,0.000468091,-0.065722,0.0303036,0.000558116,-0.934948,-0.000963397,-0.0263355,0.353804,10,0,-0.5,0.994172,-0.107808,-0.438876,0,0,0,1
1524973575746212593,0.135653,1.06969,-0.134271,-0.00174927,0.000152563,0.000468091,-0.065722,0.0303036,0.000558116,-0.934886,-0.000917548,-0.0263876,0.353964,10,0,-0.5,0.994172,-0.107808,-0.438874,0,0,0,1
1524973575756248966,0.13564,1.06969,-0.134267,5.37542e-05,0.000293856,0.00016395,-0.065722,0.0303036,0.000558116,-0.934937,-0.0009264,-0.0265468,0.353817,10,0,-0.5,0.994172,-0.107808,-0.438879,0,0,0,1
1524973575766308151,0.135644,1.06971,-0.13427,5.37542e-05,0.000293856,0.00016395,0.0730488,0.00572442,-0.0123221,-0.93495,-0.000959256,-0.0264667,0.353789,10,0,-0.5,0.994172,-0.107809,-0.438876,0,0,0,1
1524973575776383094,0.135631,1.06969,-0.13427,-0.000541473,-0.000515689,-0.000124318,0.0730488,0.00572442,-0.0123221,-0.93494,-0.000844517,-0.0263619,0.353825,10,0,-0.5,0.994172,-0.107807,-0.438877,0,0,0,1
1524973575786367794,0.135636,1.0697,-0.134271,-0.000310813,-0.000175677,0.000685817,0.050467,0.0703114,-0.0643107,-0.934924,-0.000914605,-0.0263083,0.353871,10,0,-0.5,0.994172,-0.107808,-0.438874,0,0,0,1
1524973575796365242,0.135646,1.06969,-0.134264,-0.000310813,-0.000175677,0.000685817,0.050467,0.0703114,-0.0643107,-0.934929,-0.001004,-0.0265301,0.353841,10,0,-0.5,0.994172,-0.107808,-0.438884,0,0,0,1
1524973575806367415,0.135635,1.06969,-0.134271,-8.88698e-05,-0.000638411,-9.06834e-07,-0.0390765,-0.0834899,0.0360706,-0.934913,-0.0009448,-0.0263428,0.353898,10,0,-0.5,0.994172,-0.107807,-0.438874,0,0,0,1
1524973575816343374,0.135639,1.06969,-0.134242,0.000489677,0.000803211,0.00351053,-0.0390765,-0.0834899,0.0360706,-0.934915,-0.000816758,-0.0263772,0.353888,10,0,-0.5,0.994172,-0.107808,-0.43891,0,0,0,1
1524973575826327637,0.135651,1.0697,-0.13428,0.000489677,0.000803211,0.00351053,-0.0390765,-0.0834899,0.0360706,-0.934902,-0.000843483,-0.0264339,0.35392,10,0,-0.5,0.994172,-0.107809,-0.438865,0,0,0,1
1524973575836330109,0.135634,1.06969,-0.134265,0.00184942,-0.000450545,-0.000698527,0.0779548,0.00755569,-0.0280572,-0.93492,-0.000940722,-0.0265679,0.353862,10,0,-0.5,0.994172,-0.107808,-0.438882,0,0,0,1
1524973575846341744,0.135638,1.0697,-0.134265,-0.00188529,0.000769434,-0.000696409,-0.2232,0.0729105,0.000126546,-0.934918,-0.000957545,-0.0263553,0.353882,10,0,-0.5,0.994172,-0.107809,-0.438882,0,0,0,1
1524973575856350765,0.135627,1.06969,-0.134276,-0.00188529,0.000769434,-0.000696409,-0.2232,0.0729105,0.000126546,-0.934896,-0.000794995,-0.0264797,0.353933,10,0,-0.5,0.994172,-0.107808,-0.438868,0,0,0,1
1524973575866347593,0.135648,1.0697,-0.13426,0.000635936,-0.000191847,0.000270006,0.150277,-0.0572968,0.0576029,-0.9349,-0.00104903,-0.0263206,0.353933,10,0,-0.5,0.994172,-0.107808,-0.438888,0,0,0,1
1524973575876330118,0.135653,1.06969,-0.134275,0.000635936,-0.000191847,0.000270006,0.150277,-0.0572968,0.0576029,-0.934942,-0.000815553,-0.0262019,0.353831,10,0,-0.5,0.994172,-0.107808,-0.43887,0,0,0,1
1524973575886351548,0.135625,1.06969,-0.134262,0.0611447,0.00874305,-0.00152419,2.419,0.357197,-0.0717279,-0.934981,-0.000901727,-0.0265052,0.353706,10,0,-0.5,0.994172,-0.107808,-0.438886,0,0,0,1
1524973575896322933,0.135659,1.0697,-0.134283,0.0611447,0.00874305,-0.00152419,2.419,0.357197,-0.0717279,-0.934884,-0.000926945,-0.0264402,0.353967,10,0,-0.5,0.994172,-0.107809,-0.438861,0,0,0,1
1524973575906382726,0.135659,1.06969,-0.134266,0.00200703,0.000151542,-0.000220999,2.419,0.357197,-0.0717279,-0.934889,-0.000903808,-0.0263345,0.35396,10,0,-0.5,0.994172,-0.107808,-0.438881,0,0,0,1
1524973575916328558,0.13596,1.07015,-0.134333,0.00200703,0.000151542,-0.000220999,-2.39457,-0.347883,0.0527682,-0.934487,-0.00198697,-0.0267245,0.354986,10,0,-0.5,0.994166,-0.107857,-0.4388,0,0,0,1
1524973575926379052,0.135636,1.06969,-0.134264,-0.00132616,-0.000542968,7.85875e-05,-2.39457,-0.347883,0.0527682,-0.934959,-0.000998522,-0.0262519,0.353782,10,0,-0.5,0.994172,-0.107807,-0.438883,0,0,0,1
1524973575936373732,0.135634,1.0697,-0.134271,-0.000133774,0.000763402,-0.000382593,-0.199252,-0.0415165,0.0179087,-0.934919,-0.000899551,-0.0263859,0.353878,10,0,-0.5,0.994172,-0.107809,-0.438875,0,0,0,1
1524973575946392831,0.135663,1.06969,-0.134254,0.00337078,-0.00128276,0.00194,0.277177,-0.043657,0.109846,-0.934899,-0.00101031,-0.0263636,0.353933,10,0,-0.5,0.994172,-0.107808,-0.438895,0,0,0,1
1524973575956323461,0.13564,1.06968,-0.134261,0.00337078,-0.00128276,0.00194,0.277177,-0.043657,0.109846,-0.934941,-0.000901702,-0.0262405,0.353832,10,0,-0.5,0.994172,-0.107807,-0.438887,0,0,0,1
1524973575966298542,0.135639,1.06968,-0.134275,-0.00142194,-0.000258372,-0.0012488,0.277177,-0.043657,0.109846,-0.93492,-0.00089954,-0.0262541,0.353885,10,0,-0.5,0.994172,-0.107807,-0.43887,0,0,0,1
1524973575976364541,0.135652,1.06969,-0.134257,-0.00142194,-0.000258372,-0.0012488,-0.195706,0.0418301,-0.130212,-0.934915,-0.000952807,-0.0263738,0.353888,10,0,-0.5,0.994172,-0.107808,-0.438891,0,0,0,1
1524973575986325695,0.135649,1.06968,-0.134266,0.000192425,-0.000429923,0.000436857,0.0946839,-0.0100616,0.0988649,-0.934903,-0.000856257,-0.0262929,0.353927,10,0,-0.5,0.994172,-0.107807,-0.438881,0,0,0,1
1524973575996417499,0.135627,1.06969,-0.134262,0.000192425,-0.000429923,0.000436857,0.0946839,-0.0100616,0.0988649,-0.934942,-0.000924576,-0.0264631,0.35381,10,0,-0.5,0.994172,-0.107808,-0.438886,0,0,0,1
1524973576006367918,0.135633,1.06969,-0.134272,-0.00101297,0.00079804,-0.000380883,0.0946839,-0.0100616,0.0988649,-0.934933,-0.00095935,-0.0266474,0.353821,10,0,-0.5,0.994172,-0.107808,-0.438874,0,0,0,1
1524973576016366622,0.135646,1.06968,-0.134265,0.00161952,-0.00177579,0.00076714,0.0574911,-0.0542187,0.0133056,-0.9349,-0.000796475,-0.0262926,0.353934,10,0,-0.5,0.994172,-0.107807,-0.438882,0,0,0,1
1524973576026307823,0.13563,1.06969,-0.1343,0.00161952,-0.00177579,0.00076714,0.0574911,-0.0542187,0.0133056,-0.934947,-0.000787816,-0.0264441,0.353799,10,0,-0.5,0.994172,-0.107808,-0.438839,0,0,0,1
1524973576036327457,0.13564,1.06968,-0.134297,-0.00208625,-0.00243221,-0.00303503,-0.147396,-0.0261093,-0.15123,-0.934969,-0.000906906,-0.026345,0.35375,10,0,-0.5,0.994172,-0.107807,-0.438844,0,0,0,1
1524973576046322295,0.135634,1.06969,-0.134272,-0.00208625,-0.00243221,-0.00303503,-0.147396,-0.0261093,-0.15123,-0.93492,-0.000913076,-0.0266175,0.353858,10,0,-0.5,0.994172,-0.107807,-0.438874,0,0,0,1
1524973576056336629,0.135649,1.06969,-0.134285,0.00055554,0.000737142,0.000739826,-0.147396,-0.0261093,-0.15123,-0.934926,-0.00111645,-0.0264686,0.353851,10,0,-0.5,0.994172,-0.107808,-0.438859,0,0,0,1
1524973576066363868,0.135646,1.06968,-0.134286,0.00055554,0.000737142,0.000739826,0.107771,0.129293,0.153994,-0.934877,-0.000948719,-0.0263849,0.353989,10,0,-0.5,0.994172,-0.107807,-0.438857,0,0,0,1
1524973576076353685,0.135647,1.06969,-0.134279,-0.000102057,-0.000419064,0.000356746,0.107771,0.129293,0.153994,-0.934957,-0.000898343,-0.0262162,0.35379,10,0,-0.5,0.994172,-0.107808,-0.438866,0,0,0,1
1524973576086343101,0.135652,1.06969,-0.134283,0.000164162,0.000820811,-0.00172199,-0.0225487,0.00482048,-0.141834,-0.934946,-0.000990634,-0.026476,0.353801,10,0,-0.5,0.994172,-0.107808,-0.43886,0,0,0,1
1524973576096336884,0.135655,1.06969,-0.134268,0.000410521,-0.000214506,0.00158568,-0.0225487,0.00482048,-0.141834,-0.934942,-0.000795984,-0.0264549,0.353812,10,0,-0.5,0.994172,-0.107808,-0.438878,0,0,0,1
1524973576106347731,0.13565,1.06968,-0.134286,-0.000684035,-0.00109446,-0.00206614,-0.0344624,-0.0778176,-0.0139826,-0.934986,-0.000791402,-0.0263217,0.353707,10,0,-0.5,0.994172,-0.107807,-0.438857,0,0,0,1
1524973576116336873,0.135652,1.06969,-0.134286,-0.000684035,-0.00109446,-0.00206614,-0.0344624,-0.0778176,-0.0139826,-0.934891,-0.000989737,-0.026676,0.35393,10,0,-0.5,0.994172,-0.107808,-0.438857,0,0,0,1
1524973576126333056,0.135639,1.06969,-0.134273,-0.000634004,0.000403457,0.000756482,-0.0344624,-0.0778176,-0.0139826,-0.934936,-0.000892772,-0.0264157,0.353831,10,0,-0.5,0.994172,-0.107808,-0.438872,0,0,0,1
1524973576136319773,0.135658,1.06968,-0.134267,0.000886835,-0.000499255,0.0025751,0.0783785,0.0301907,-0.00111601,-0.934944,-0.000970341,-0.0261901,0.353827,10,0,-0.5,0.994172,-0.107807,-0.438879,0,0,0,1
1524973576146351335,0.135646,1.06969,-0.134272,0.000886835,-0.000499255,0.0025751,-0.0226216,-0.00930334,0.278562,-0.934897,-0.000804674,-0.0262758,0.353944,10,0,-0.5,0.994172,-0.107808,-0.438873,0,0,0,1
1524973576156362700,0.135638,1.06969,-0.13429,-0.0012111,0.000839305,-0.00142829,-0.0226216,-0.00930334,0.278562,-0.934926,-0.000934829,-0.0266187,0.353842,10,0,-0.5,0.994172,-0.107808,-0.438852,0,0,0,1
1524973576166365077,0.135646,1.06969,-0.134282,-0.0012111,0.000839305,-0.00142829,-0.0226216,-0.00930334,0.278562,-0.934923,-0.00107087,-0.0266306,0.353849,10,0,-0.5,0.994172,-0.107808,-0.438862,0,0,0,1
1524973576176398725,0.135643,1.0697,-0.134278,0.000304522,0.000103041,0.000741524,-0.0235745,0.0243835,-0.0742311,-0.934932,-0.000893506,-0.0263515,0.353845,10,0,-0.5,0.994172,-0.107808,-0.438866,0,0,0,1
1524973576186332940,0.135634,1.06968,-0.134284,-0.00228625,-0.000442177,-0.00155934,-0.148549,-0.0312615,-0.131926,-0.934943,-0.000932673,-0.0263114,0.353819,10,0,-0.5,0.994172,-0.107807,-0.438859,0,0,0,1
1524973576196340762,0.135973,1.07014,-0.13434,-0.00228625,-0.000442177,-0.00155934,-0.148549,-0.0312615,-0.131926,-0.934464,-0.00184339,-0.026525,0.355065,10,0,-0.5,0.994166,-0.107857,-0.438792,0,0,0,1
1524973576206320759,0.135654,1.06969,-0.134279,0.00120385,0.000384943,0.000315944,-0.148549,-0.0312615,-0.131926,-0.934932,-0.000988067,-0.0263617,0.353845,10,0,-0.5,0.994172,-0.107808,-0.438865,0,0,0,1
1524973576216302721,0.135635,1.06968,-0.134276,0.00120385,0.000384943,0.000315944,0.141041,0.0334252,0.0757833,-0.934915,-0.000959715,-0.0264088,0.353887,10,0,-0.5,0.994172,-0.107807,-0.438868,0,0,0,1
1524973576226306688,0.135657,1.06968,-0.134254,0.000233585,-0.000941585,0.0015337,0.141041,0.0334252,0.0757833,-0.934941,-0.000960353,-0.0263022,0.353826,10,0,-0.5,0.994172,-0.107807,-0.438896,0,0,0,1
1524973576236327287,0.135636,1.06969,-0.134278,-0.00217022,0.00262684,-0.00454908,-0.200366,0.133133,-0.288905,-0.934984,-0.000763657,-0.0263727,0.353706,10,0,-0.5,0.994172,-0.107808,-0.438867,0,0,0,1
1524973576246303904,0.135636,1.06969,-0.134268,-0.000183927,-0.000680803,0.00151991,-0.200366,0.133133,-0.288905,-0.93497,-0.000897557,-0.0264775,0.353736,10,0,-0.5,0.994172,-0.107808,-0.438878,0,0,0,1
1524973576256321421,0.135658,1.06969,-0.13427,-0.000183927,-0.000680803,0.00151991,0.0815605,-0.135817,0.249203,-0.934912,-0.000951036,-0.0261903,0.353911,10,0,-0.5,0.994172,-0.107808,-0.438876,0,0,0,1
1524973576266329569,0.13566,1.06969,-0.134293,0.00143491,0.000259299,-0.00145943,0.0815605,-0.135817,0.249203,-0.934935,-0.000981745,-0.0263159,0.35384,10,0,-0.5,0.994172,-0.107808,-0.438848,0,0,0,1
1524973576276356261,0.135635,1.06969,-0.13428,0.00143491,0.000259299,-0.00145943,0.0947879,0.055046,-0.17445,-0.934927,-0.000835811,-0.0264505,0.353853,10,0,-0.5,0.994172,-0.107808,-0.438863,0,0,0,1
1524973576286318316,0.135648,1.06969,-0.134268,-0.00115975,-0.00103325,0.00126767,0.0947879,0.055046,-0.17445,-0.934908,-0.000968672,-0.02635,0.353908,10,0,-0.5,0.994172,-0.107808,-0.438878,0,0,0,1
1524973576296247337,0.135646,1.06969,-0.134268,0.000363769,0.00075339,0.000259439,-0.0431101,0.0198857,0.0691796,-0.934889,-0.00106952,-0.0263782,0.353956,10,0,-0.5,0.994172,-0.107808,-0.438879,0,0,0,1
1524973576306235788,0.135632,1.06968,-0.134287,-0.00162859,-0.000491386,-0.00225687,-0.0431101,0.0198857,0.0691796,-0.934901,-0.00096589,-0.0265623,0.353912,10,0,-0.5,0.994172,-0.107807,-0.438856,0,0,0,1
1524973576316218870,0.135984,1.07012,-0.134334,-0.00162859,-0.000491386,-0.00225687,-0.0431101,0.0198857,0.0691796,-0.934407,-0.00197331,-0.0262541,0.355234,10,0,-0.5,0.994167,-0.107855,-0.438799,0,0,0,1
1524973576326220424,0.135654,1.06969,-0.134268,0.00134383,0.000529442,0.00114253,0.0396745,-0.0090658,0.0357491,-0.934939,-0.000943225,-0.0262549,0.353836,10,0,-0.5,0.994172,-0.107808,-0.438878,0,0,0,1
1524973576336294364,0.135637,1.06968,-0.134277,-9.57874e-05,-0.000136839,-0.000367755,-0.0829981,-0.0384131,-0.0870724,-0.934956,-0.00098129,-0.0261555,0.353798,10,0,-0.5,0.994172,-0.107807,-0.438867,0,0,0,1
1524973576346224490,0.135647,1.06968,-0.134266,-9.57874e-05,-0.000136839,-0.000367755,-0.0829981,-0.0384131,-0.0870724,-0.934932,-0.000838399,-0.0264103,0.353843,10,0,-0.5,0.994172,-0.107807,-0.438881,0,0,0,1
1524973576356237692,0.135642,1.06971,-0.134265,0.0003372,0.0019974,0.000725993,-0.0829981,-0.0384131,-0.0870724,-0.934911,-0.000945793,-0.0263365,0.353903,10,0,-0.5,0.994172,-0.10781,-0.438881,0,0,0,1
1524973576366255073,0.135651,1.06969,-0.134265,0.00109905,-0.0019186,6.72889e-05,0.0481587,-0.0718148,0.0175347,-0.934931,-0.000815443,-0.0260579,0.35387,10,0,-0.5,0.994172,-0.107808,-0.438882,0,0,0,1
1524973576376291453,0.135654,1.06969,-0.134255,0.00109905,-0.0019186,6.72889e-05,0.0481587,-0.0718148,0.0175347,-0.934938,-0.00079704,-0.0261518,0.353845,10,0,-0.5,0.994172,-0.107808,-0.438894,0,0,0,1
1524973576386317757,0.135624,1.06968,-0.134268,-0.000205593,-0.000986849,0.00158992,-0.0519985,0.0371361,0.0606868,-0.934967,-0.00092766,-0.0265871,0.353736,10,0,-0.5,0.994172,-0.107806,-0.438878,0,0,0,1
1524973576396338963,0.135648,1.06969,-0.134263,-0.000205593,-0.000986849,0.00158992,-0.0519985,0.0371361,0.0606868,-0.934929,-0.000714241,-0.0261387,0.35387,10,0,-0.5,0.994172,-0.107808,-0.438885,0,0,0,1
1524973576406341165,0.135633,1.06969,-0.134282,0.000558563,0.000964219,-0.000841893,-0.0519985,0.0371361,0.0606868,-0.934937,-0.000983758,-0.0263645,0.353833,10,0,-0.5,0.994172,-0.107808,-0.438862,0,0,0,1
1524973576416332600,0.135643,1.06968,-0.134271,0.00119599,-0.00177027,0.00130487,0.0559478,-0.0312725,-0.0113784,-0.93491,-0.000950048,-0.0264043,0.353899,10,0,-0.5,0.994172,-0.107807,-0.438875,0,0,0,1
1524973576426357357,0.135097,1.0696,-0.134224,0.00119599,-0.00177027,0.00130487,0.0559478,-0.0312725,-0.0113784,-0.936625,-0.00152322,-0.025474,0.349402,10,0,-0.5,0.994173,-0.107793,-0.438931,0,0,0,1
