timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1524969978175106009,2.50812,-3.11217,-12.4377,0.373777,0.803048,-0.0741619,-0.371082,-0.242395
1524969978183129825,2.5081,-3.11219,-12.4377,0.373877,0.803047,-0.0741625,-0.371082,-0.242397
1524969978191477581,2.55553,-3.09054,-12.4374,0.373784,0.804518,-0.0734903,-0.371513,-0.239479
1524969978200234275,2.55177,-3.0943,-12.4484,0.374179,0.80437,-0.0735339,-0.371443,-0.239784
1524969978208752940,2.54971,-3.13675,-12.451,0.374159,0.803413,-0.0745618,-0.37178,-0.241464
1524969978224993189,2.54745,-3.16913,-12.455,0.374172,0.802674,-0.0753366,-0.372017,-0.242754
1524969978233359838,2.43859,-2.97456,-13.1232,0.399829,0.805237,-0.0675309,-0.365831,-0.240096
1524969978241828971,2.93888,-4.04512,-11.5464,0.34495,0.791428,-0.101553,-0.389666,-0.255559
1524969978250035310,2.93886,-4.04513,-11.5462,0.344908,0.791427,-0.101555,-0.389667,-0.25556
1524969978258506173,1.65934,-1.45942,-13.1924,0.403197,0.827217,-0.0329738,-0.339709,-0.199592
1524969978275084655,2.95338,-4.03454,-11.8514,0.354201,0.79247,-0.0989491,-0.387903,-0.254555
1524969978283507658,2.96087,-4.02905,-12.193,0.364683,0.793316,-0.0963462,-0.385936,-0.253937
1524969978291810397,2.21143,-2.6002,-12.6045,0.379867,0.808253,-0.0615892,-0.36169,-0.235618
1524969978299863288,2.21847,-2.6043,-12.6032,0.379806,0.808323,-0.0616775,-0.361822,-0.235439
1524969978308509063,1.90457,-1.93946,-13.3825,0.40863,0.818634,-0.0433724,-0.347979,-0.217892
1524969978324884858,2.91302,-4.06378,-11.7407,0.350854,0.790988,-0.100651,-0.388209,-0.25688
1524969978333438346,2.92631,-4.05422,-12.0778,0.361138,0.792026,-0.0978975,-0.386308,-0.25594
1524969978341379676,2.29827,-2.5878,-12.6181,0.380171,0.81062,-0.0609968,-0.362578,-0.230594
1524969978350009717,2.24818,-2.49624,-12.9647,0.395362,0.811981,-0.0573859,-0.359572,-0.228781
1524969978358686078,2.89546,-4.07631,-11.5885,0.346192,0.790138,-0.102189,-0.388987,-0.257949
1524969978374877804,2.00896,-2.03345,-12.7502,0.385306,0.81832,-0.0475429,-0.352474,-0.217329
1524969978383598163,2.02097,-2.05002,-12.7582,0.385502,0.818156,-0.0478949,-0.352781,-0.217603
1524969978391597030,2.67672,-3.32319,-12.5077,0.380726,0.802142,-0.0783715,-0.374791,-0.242722
1524969978399907330,2.61715,-3.21455,-12.8425,0.390955,0.803589,-0.0741066,-0.371439,-0.241257
1524969978408385378,2.94446,-4.04106,-11.5956,0.346431,0.791701,-0.101053,-0.389407,-0.255214
1524969978425063279,2.04099,-2.16113,-12.7561,0.385269,0.815554,-0.0505786,-0.354307,-0.222863
1524969978432978667,2.04095,-2.16116,-12.7562,0.385225,0.815552,-0.0505793,-0.354306,-0.222867
1524969978441671540,2.5792,-3.23083,-12.4995,0.37548,0.802077,-0.0764896,-0.372753,-0.24359
1524969978450008689,2.58359,-3.21919,-12.5149,0.375993,0.802432,-0.0761073,-0.372633,-0.242978
1524969978458201135,2.64794,-3.16449,-12.5266,0.37633,0.804913,-0.0745234,-0.372951,-0.238201
1524969978474954904,2.28859,-2.6826,-12.9825,0.391305,0.808403,-0.061667,-0.361861,-0.235268
1524969978483287871,2.38658,-2.86704,-12.3017,0.370098,0.80572,-0.0692026,-0.367887,-0.238472
1524969978491544907,2.95636,-4.03236,-11.9087,0.361776,0.79267,-0.0984659,-0.387581,-0.254353
1524969978500040396,2.9684,-4.0235,-12.244,0.366204,0.793641,-0.0958314,-0.385705,-0.253484
1524969978508240390,2.35743,-2.71379,-12.6587,0.381223,0.808975,-0.0637312,-0.364395,-0.2333
1524969978524879255,2.61523,-3.26628,-12.5322,0.376465,0.802113,-0.0770514,-0.37337,-0.243298
1524969978533504420,2.62121,-3.26365,-12.5328,0.376392,0.802292,-0.0769657,-0.373423,-0.24295
1524969978541815351,2.69114,-3.2657,-12.5359,0.376474,0.803652,-0.0767822,-0.374353,-0.240069
1524969978549888459,2.68809,-3.26623,-12.5327,0.376278,0.803577,-0.0768225,-0.374333,-0.240218
1524969978558312893,2.65045,-3.31773,-12.5345,0.376409,0.801761,-0.0781695,-0.374261,-0.243619
1524969978574694160,2.61877,-3.33562,-12.5335,0.376349,0.800744,-0.0787074,-0.374002,-0.245571
1524969978583125996,2.62263,-3.32788,-12.5438,0.376624,0.800996,-0.0784487,-0.373935,-0.245137
1524969978591554688,2.70192,-3.23228,-12.5408,0.376593,0.804565,-0.0759177,-0.374188,-0.238404
1524969978599828411,2.70213,-3.23211,-12.5475,0.381914,0.80458,-0.0758764,-0.374156,-0.238387
1524969978608532921,2.7007,-3.36509,-12.5514,0.376702,0.801809,-0.0790532,-0.37524,-0.243167
1524969978625020691,2.61998,-3.28583,-12.5566,0.377136,0.801831,-0.0773703,-0.373478,-0.243778
1524969978633421279,2.6299,-3.29463,-12.5491,0.376913,0.801841,-0.077594,-0.373721,-0.24367
1524969978641536680,2.75434,-3.38925,-12.5563,0.382064,0.802367,-0.0794347,-0.376132,-0.2418
1524969978649874071,2.75148,-3.38188,-12.5581,0.376858,0.802464,-0.0792571,-0.376024,-0.241662
1524969978658578360,2.67605,-3.31976,-12.5589,0.377042,0.802262,-0.0779989,-0.374494,-0.24261
1524969978675004651,2.37407,-2.63372,-13.0629,0.398264,0.811576,-0.0599382,-0.362072,-0.228806
1524969978683011339,2.37405,-2.63373,-13.0628,0.398256,0.811575,-0.0599389,-0.362072,-0.228807
1524969978691564028,2.92506,-4.05512,-11.9551,0.357506,0.791766,-0.0988077,-0.387022,-0.256081
1524969978699905469,2.93299,-4.04939,-12.2932,0.367756,0.792608,-0.096242,-0.385123,-0.255447
1524969978708666689,1.25509,-0.240474,-14.421,0.442168,0.862878,-0.00481243,-0.314845,-0.0545198
1524969978725010070,2.6007,-4.2704,-11.1435,0.333093,0.779825,-0.112088,-0.388847,-0.273805
1524969978733518565,2.63376,-4.25009,-11.8372,0.354031,0.782295,-0.105698,-0.385073,-0.271642
1524969978741734544,2.60182,-2.40849,-12.8885,0.388282,0.821284,-0.0548466,-0.363651,-0.206785
1524969978749980442,2.5401,-2.37499,-12.8484,0.387294,0.820932,-0.0543371,-0.362646,-0.207986
1524969978758606420,2.87103,-3.40766,-12.6326,0.378951,0.804266,-0.0790753,-0.377465,-0.237718
1524969978774901938,2.40385,-3.27458,-12.5733,0.377959,0.797391,-0.077699,-0.370561,-0.252734
1524969978783286045,2.30364,-3.08773,-13.2401,0.403394,0.799712,-0.0700014,-0.364838,-0.250563
1524969978791830379,3.08747,-3.63205,-12.4641,0.376906,0.803383,-0.0846962,-0.383181,-0.237096
1524969978799838371,3.08722,-3.63225,-12.4586,0.373079,0.803367,-0.0847352,-0.383211,-0.237114
1524969978808584058,2.64792,-3.67459,-12.2623,0.367619,0.794148,-0.0884919,-0.378571,-0.2554
1524969978824914446,2.56969,-3.0177,-12.7152,0.382335,0.806694,-0.0702178,-0.3697,-0.235951
1524969978833667743,2.57463,-3.00965,-12.7223,0.38257,0.806978,-0.0699751,-0.369659,-0.235412
1524969978841669110,2.79656,-3.37105,-12.6191,0.378688,0.803615,-0.0785107,-0.376225,-0.23943
1524969978850064351,2.74858,-3.2812,-12.9619,0.394626,0.80494,-0.0746559,-0.37312,-0.238087
1524969978858608952,2.88413,-4.08433,-11.6837,0.349219,0.789965,-0.101708,-0.38829,-0.258514
1524969978875079275,2.29645,-2.27345,-12.8965,0.38905,0.818637,-0.0522205,-0.358134,-0.214851
1524969978883492762,2.28615,-2.28483,-12.8918,0.388931,0.818121,-0.0525322,-0.358141,-0.216014
1524969978891462958,2.71701,-3.52331,-12.6221,0.378765,0.799029,-0.0823689,-0.376399,-0.247766
1524969978900188184,2.71948,-3.51661,-12.6155,0.378521,0.799203,-0.0822408,-0.376411,-0.247452
1524969978908567826,2.18975,-2.08482,-13.5781,0.414458,0.821636,-0.0456017,-0.352168,-0.209808
1524969978924644274,2.98425,-4.01177,-12.2771,0.371158,0.794196,-0.0952642,-0.385648,-0.252568
1524969978933325988,2.94152,-4.0432,-11.7969,0.35257,0.791994,-0.0996098,-0.388127,-0.255255
1524969978941779936,2.65085,-3.34953,-12.65,0.379858,0.801253,-0.0782736,-0.373958,-0.244662
1524969978949538181,2.65087,-3.34952,-12.6501,0.379805,0.801253,-0.0782728,-0.373958,-0.244661
1524969978958324385,2.76836,-3.4456,-12.6399,0.379276,0.801605,-0.0802511,-0.376352,-0.243123
1524969978975086598,2.84297,-3.50586,-12.6627,0.379719,0.801841,-0.0813103,-0.377718,-0.242166
1524969978983231247,2.84317,-3.5057,-12.6694,0.38553,0.801857,-0.0812668,-0.377685,-0.24215
1524969978991779017,2.79809,-3.48391,-12.6391,0.37917,0.801405,-0.0810705,-0.377063,-0.24322
1524969978999987608,2.79831,-3.48373,-12.6459,0.384761,0.801422,-0.0810262,-0.37703,-0.243202
1524969979008492860,2.85358,-3.51986,-12.6662,0.379888,0.801766,-0.0815867,-0.377955,-0.242213
1524969979024932420,2.7829,-3.4703,-12.654,0.379677,0.801407,-0.0807093,-0.376674,-0.243365
1524969979033312929,2.7919,-3.47717,-12.6653,0.379999,0.801456,-0.0807782,-0.376791,-0.243231
1524969979041944672,2.90216,-3.5813,-12.6468,0.379107,0.801425,-0.0829948,-0.3792,-0.242357
1524969979049929645,2.90241,-3.5811,-12.6537,0.38497,0.801443,-0.0829483,-0.379165,-0.242338
1524969979058361238,2.80272,-3.47197,-12.6794,0.380382,0.801782,-0.0805392,-0.37682,-0.24262
1524969979075000378,2.92533,-3.52045,-12.6767,0.380064,0.803067,-0.0813149,-0.378875,-0.239432
1524969979083365438,2.86569,-3.43427,-13.0121,0.39605,0.80411,-0.0775994,-0.375655,-0.238712
1524969979091419676,2.44409,-2.92615,-13.1508,0.400717,0.806459,-0.0662488,-0.365332,-0.237921
1524969979099753580,2.50317,-3.01248,-12.7487,0.386575,0.80545,-0.0701092,-0.368642,-0.238727
1524969979108459666,2.89224,-4.0786,-11.833,0.353688,0.790505,-0.10041,-0.387457,-0.257974
1524969979125021861,2.36935,-2.50199,-12.8975,0.388735,0.814511,-0.0575244,-0.361407,-0.222861
1524969979133219299,2.36935,-2.50199,-12.8975,0.388753,0.814511,-0.0575242,-0.361407,-0.222861
1524969979141629691,2.85955,-3.54326,-12.6942,0.380707,0.801454,-0.0819554,-0.378075,-0.242743
1524969979149533111,2.85957,-3.54324,-12.6942,0.380711,0.801454,-0.081955,-0.378075,-0.242742
1524969979158584392,2.91815,-3.57213,-12.7012,0.38081,0.801965,-0.0824077,-0.379055,-0.241418
1524969979175076372,3.04164,-3.80719,-12.6794,0.380153,0.799628,-0.0876279,-0.382653,-0.244264
1524969979183386425,3.04184,-3.80702,-12.6862,0.385697,0.799644,-0.0875811,-0.382617,-0.244248
1524969979191654762,2.61542,-3.21733,-12.7248,0.382256,0.803366,-0.0748098,-0.372005,-0.24147
1524969979199644663,2.61542,-3.21733,-12.7248,0.382375,0.803366,-0.0748099,-0.372005,-0.241471
1524969979208597269,3.00583,-3.72319,-12.7056,0.380613,0.800624,-0.0856305,-0.381388,-0.24296
1524969979225108241,2.61796,-2.95744,-13.0889,0.396848,0.809349,-0.0668178,-0.368038,-0.231289
1524969979233165835,2.61771,-2.95764,-13.0836,0.393636,0.809335,-0.0668485,-0.368061,-0.23131
1524969979241485780,3.01312,-3.99013,-12.7151,0.386402,0.79581,-0.0917438,-0.383425,-0.250696
1524969979249810916,3.01291,-3.99028,-12.7083,0.380438,0.795793,-0.0917914,-0.38346,-0.250711
1524969979258612813,3.10533,-3.77204,-12.6364,0.382095,0.801294,-0.0868653,-0.383507,-0.240872
1524969979274751417,2.94656,-4.01075,-12.3297,0.368964,0.793626,-0.0950213,-0.384819,-0.253864
1524969979283707772,2.89212,-3.81473,-13.1482,0.39809,0.797465,-0.0854661,-0.378289,-0.249815
1524969979291534394,2.57745,-2.34302,-13.5732,0.409335,0.822887,-0.0507979,-0.359689,-0.204358
