timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1524969735264508014,3.14282,-3.88879,-12.0043,0.364844,0.7987,-0.0936041,-0.388657,-0.243445
1524969735273256204,3.14078,-3.89044,-12.0095,0.365142,0.798646,-0.0936153,-0.388606,-0.243565
1524969735281277880,3.12249,-3.90513,-12.0492,0.369828,0.798144,-0.0937642,-0.3882,-0.244638
1524969735289881272,3.14548,-3.88663,-12.3518,0.379094,0.79938,-0.0912177,-0.386566,-0.243103
1524969735306879294,3.01459,-3.98902,-10.5079,0.318912,0.791502,-0.108273,-0.397679,-0.25199
1524969735314643603,3.01487,-3.98881,-10.5131,0.322689,0.791524,-0.10822,-0.397643,-0.25197
1524969735322703784,3.18404,-3.85511,-11.3679,0.339783,0.798777,-0.0971555,-0.393222,-0.241313
1524969735331376820,3.22561,-3.82039,-12.3552,0.375662,0.801887,-0.0893619,-0.387214,-0.238213
1524969735339649393,2.23159,-1.88568,-15.2008,0.460468,0.82853,-0.0367583,-0.34524,-0.19475
1524969735356478491,3.015,-3.98871,-7.99364,0.240461,0.782753,-0.135114,-0.421516,-0.254787
1524969735364581382,3.00814,-3.99388,-8.06978,0.244139,0.782893,-0.134344,-0.420515,-0.255072
1524969735373112830,2.88084,-2.75768,-15.5592,0.477365,0.820224,-0.0523295,-0.359461,-0.210765
1524969735381011015,2.8808,-2.75772,-15.5593,0.477322,0.820222,-0.0523303,-0.359461,-0.210768
1524969735389852539,2.63014,-4.25233,-4.75139,0.137461,0.744124,-0.207123,-0.464075,-0.285727
1524969735406161007,2.9435,-2.84508,-14.9669,0.45131,0.819084,-0.055964,-0.363119,-0.212122
1524969735414739730,2.82344,-2.52906,-15.1382,0.46444,0.823851,-0.0491782,-0.358355,-0.202466
1524969735422903154,2.35312,-1.25928,-14.8198,0.453221,0.846442,-0.0246998,-0.341509,-0.139359
1524969735431246768,2.52026,-1.66819,-15.0302,0.457308,0.838786,-0.0324312,-0.347046,-0.164509
1524969735439655023,2.50973,-4.3245,-4.58039,0.132282,0.737807,-0.216097,-0.464254,-0.293064
1524969735456356308,3.29457,-3.20938,-15.5449,0.468095,0.817804,-0.0605201,-0.367823,-0.21331
1524969735464829428,3.19384,-3.02171,-15.1368,0.461506,0.819561,-0.0584774,-0.36685,-0.209643
1524969735472778552,2.55709,-2.52828,-15.536,0.472528,0.819351,-0.0483751,-0.354046,-0.214526
1524969735481677228,2.63179,-2.63746,-15.2657,0.468328,0.818204,-0.051284,-0.356721,-0.216287
1524969735489686660,3.10461,-3.91936,-10.423,0.316187,0.794127,-0.106733,-0.399357,-0.246772
1524969735506599943,3.09471,-3.92718,-10.3121,0.316473,0.793529,-0.107959,-0.400123,-0.24745
1524969735514550659,3.09444,-3.9274,-10.3067,0.312665,0.793506,-0.108014,-0.400163,-0.247471
1524969735523005926,2.81166,-4.13456,-9.63518,0.292038,0.782613,-0.12167,-0.402182,-0.264151
1524969735531226477,2.81166,-4.13456,-9.63518,0.292097,0.782614,-0.121669,-0.402182,-0.26415
1524969735539461904,3.37541,-3.68872,-14.0475,0.427649,0.808885,-0.0764587,-0.379032,-0.228012
1524969735556559097,3.09172,-3.92954,-12.1626,0.36966,0.797377,-0.0936884,-0.387241,-0.246404
1524969735564382933,3.09178,-3.92949,-12.1626,0.36963,0.797379,-0.0936869,-0.387242,-0.2464
1524969735572734477,3.21917,-3.82582,-11.97,0.363717,0.801026,-0.0920451,-0.38955,-0.238808
1524969735581335693,3.21799,-3.82682,-11.9049,0.360141,0.800872,-0.0925147,-0.389956,-0.238916
1524969735589547294,3.14308,-3.88858,-11.6276,0.353268,0.79801,-0.0962477,-0.391075,-0.243642
1524969735606586457,3.10144,-3.92187,-12.4965,0.379854,0.798237,-0.0912574,-0.385357,-0.245659
