timestamp,mocap_x(ned),mocap_y(ned),mocap_z(ned),mocap_vx(ned),mocap_vy(ned),mocap_vz(ned),mocap_ax(ned),mocap_ay(ned),mocap_az(ned),mocap_q_w,mocap_q_x,mocap_q_y,mocap_q_z,pos_d_x,pos_d_y,pos_d_z,vel_d_x,vel_d_y,vel_d_z,acc_d_x,acc_d_y,acc_d_z,ref_mask
1524970874820228043,0.135524,1.0699,-0.133699,0,0,0,0,0,0,-0.935466,-0.00788527,-0.0293246,0.352111,10,0,-0.5,0.99417,-0.107827,-0.439561,0,0,0,1
1524970874829571638,0.135512,1.06993,-0.133686,0,0,0,0,0,0,-0.935383,-0.00779239,-0.0294836,0.352319,10,0,-0.5,0.994169,-0.10783,-0.439577,0,0,0,1
1524970874839660606,0.135503,1.06992,-0.133726,-0.00122463,0.00152811,-0.00162273,0,0,0,-0.935511,-0.00802841,-0.0298953,0.351938,10,0,-0.5,0.994169,-0.10783,-0.439529,0,0,0,1
1524970874849653952,0.13554,1.06947,-0.133412,0.00218986,-0.0273204,0.0187485,0.203731,-1.72129,1.21548,-0.935429,-0.00715502,-0.0274966,0.35237,10,0,-0.5,0.994174,-0.107785,-0.439906,0,0,0,1
1524970874859587245,0.135528,1.06992,-0.133737,0.00218986,-0.0273204,0.0187485,0.203731,-1.72129,1.21548,-0.935465,-0.00780209,-0.0298024,0.352075,10,0,-0.5,0.994169,-0.10783,-0.439516,0,0,0,1
1524970874869619115,0.135508,1.06991,-0.133735,-0.00187135,0.0261866,-0.01901,-0.239111,3.15032,-2.2231,-0.935502,-0.00792156,-0.0298454,0.351971,10,0,-0.5,0.994169,-0.107829,-0.439519,0,0,0,1
1524970874879578315,0.135512,1.06991,-0.133701,-0.00187135,0.0261866,-0.01901,-0.239111,3.15032,-2.2231,-0.935431,-0.00797214,-0.029334,0.352201,10,0,-0.5,0.99417,-0.107828,-0.439558,0,0,0,1
1524970874889638168,0.135519,1.06991,-0.133708,0.000642816,-0.000384963,0.00160159,-0.239111,3.15032,-2.2231,-0.935429,-0.00811949,-0.0293118,0.352204,10,0,-0.5,0.99417,-0.107828,-0.43955,0,0,0,1
1524970874899573442,0.135628,1.0698,-0.133737,0.00665915,-0.00663827,-0.00177214,0.10235,-1.08172,0.839089,-0.935313,-0.00758054,-0.0283703,0.352602,10,0,-0.5,0.994171,-0.107818,-0.439515,0,0,0,1
1524970874909548643,0.135517,1.06992,-0.133726,0.00665915,-0.00663827,-0.00177214,0.10235,-1.08172,0.839089,-0.935469,-0.00812822,-0.0297244,0.352063,10,0,-0.5,0.994169,-0.10783,-0.439529,0,0,0,1
1524970874919586732,0.135622,1.0698,-0.133727,-0.000356558,0.000192061,0.00061264,-0.0399432,0.0230626,-0.0395266,-0.935314,-0.00746942,-0.0283243,0.352605,10,0,-0.5,0.994171,-0.107819,-0.439527,0,0,0,1
1524970874929627093,0.135521,1.06993,-0.133724,-0.000356558,0.000192061,0.00061264,-0.0399432,0.0230626,-0.0395266,-0.935506,-0.00799535,-0.0296607,0.351972,10,0,-0.5,0.994169,-0.107831,-0.439532,0,0,0,1
1524970874939561611,0.135511,1.0699,-0.133704,-0.00671642,0.0063523,0.00142314,-0.0399432,0.0230626,-0.0395266,-0.935489,-0.00780019,-0.0295344,0.352032,10,0,-0.5,0.99417,-0.107828,-0.439556,0,0,0,1
1524970874949612537,0.135502,1.06992,-0.133693,-0.000538838,0.00117826,0.000660975,-0.256673,0.248616,0.0327103,-0.935387,-0.00756291,-0.0294174,0.352318,10,0,-0.5,0.994169,-0.10783,-0.439569,0,0,0,1
1524970874959573862,0.135522,1.06992,-0.133728,-0.000538838,0.00117826,0.000660975,-0.256673,0.248616,0.0327103,-0.935474,-0.00783296,-0.0296366,0.352063,10,0,-0.5,0.994169,-0.10783,-0.439527,0,0,0,1
1524970874969590436,0.135633,1.06981,-0.133751,0.00758324,-0.00662755,-0.00336831,0.559432,-0.507798,-0.187451,-0.93529,-0.00769516,-0.0285405,0.352647,10,0,-0.5,0.99417,-0.10782,-0.439499,0,0,0,1
1524970874979603312,0.135555,1.06948,-0.133414,0.00758324,-0.00662755,-0.00336831,0.559432,-0.507798,-0.187451,-0.935444,-0.00705667,-0.0273063,0.352348,10,0,-0.5,0.994174,-0.107786,-0.439903,0,0,0,1
1524970874989597199,0.135516,1.06992,-0.133735,-0.00704458,0.00666328,0.000923953,0.559432,-0.507798,-0.187451,-0.935487,-0.00809493,-0.0298566,0.352004,10,0,-0.5,0.994169,-0.107829,-0.439518,0,0,0,1
1524970874999570256,0.135548,1.06949,-0.133426,0.00189455,-0.0256823,0.0185239,-0.598221,0.543543,0.175537,-0.935482,-0.00714689,-0.0277537,0.352211,10,0,-0.5,0.994174,-0.107787,-0.439888,0,0,0,1
1524970875009558021,0.13554,1.0695,-0.133436,0.00189455,-0.0256823,0.0185239,-0.598221,0.543543,0.175537,-0.935491,-0.00727329,-0.0280298,0.352162,10,0,-0.5,0.994174,-0.107788,-0.439877,0,0,0,1
1524970875019579349,0.135517,1.06991,-0.133716,-0.00186681,0.0248884,-0.0173791,0.203692,0.716969,-0.720036,-0.935496,-0.00798516,-0.0293926,0.352023,10,0,-0.5,0.99417,-0.107828,-0.439541,0,0,0,1
1524970875029600739,0.135527,1.06994,-0.13373,-0.00186681,0.0248884,-0.0173791,0.203692,0.716969,-0.720036,-0.935491,-0.00791456,-0.0299848,0.351986,10,0,-0.5,0.994169,-0.107831,-0.439524,0,0,0,1
1524970875039567343,0.135519,1.0699,-0.133714,0.000167748,-0.000241997,0.000130165,0.203692,0.716969,-0.720036,-0.935449,-0.00801513,-0.0294993,0.352137,10,0,-0.5,0.99417,-0.107828,-0.439544,0,0,0,1
1524970875049628454,0.136085,1.06981,-0.133103,0.033845,-0.00555746,0.036539,0.0827516,-1.02213,0.712156,-0.934969,-0.0089945,-0.0162468,0.354242,10,0,-0.5,0.99417,-0.107825,-0.440276,0,0,0,1
1524970875059549814,0.135629,1.06981,-0.133739,-0.0543265,7.10824e-05,-0.0758751,-3.25052,0.0186748,-4.53362,-0.935238,-0.0075933,-0.0284102,0.352796,10,0,-0.5,0.99417,-0.10782,-0.439513,0,0,0,1
1524970875069623726,0.135552,1.06949,-0.133436,-0.00912234,-0.0380367,0.0357983,-3.25052,0.0186748,-4.53362,-0.935456,-0.0071757,-0.027957,0.352262,10,0,-0.5,0.994174,-0.107787,-0.439877,0,0,0,1
1524970875079554895,0.135624,1.06982,-0.133718,-0.00912234,-0.0380367,0.0357983,-3.25052,0.0186748,-4.53362,-0.935262,-0.00726202,-0.0286178,0.352723,10,0,-0.5,0.99417,-0.107821,-0.439538,0,0,0,1
1524970875089571007,0.135522,1.06992,-0.133713,-0.00181657,0.0263655,-0.0168141,2.10495,1.05406,2.36756,-0.935457,-0.00801718,-0.0294275,0.352123,10,0,-0.5,0.994169,-0.10783,-0.439544,0,0,0,1
1524970875099604836,0.135619,1.06981,-0.133737,0.0139714,-0.0126281,-0.00603352,2.10495,1.05406,2.36756,-0.93533,-0.0074574,-0.0285134,0.352546,10,0,-0.5,0.99417,-0.107819,-0.439516,0,0,0,1
1524970875109554149,0.135526,1.06991,-0.133721,-0.00700521,0.00576943,0.00264462,-0.207547,-0.823851,0.778354,-0.935505,-0.00779192,-0.0294665,0.351997,10,0,-0.5,0.994169,-0.107828,-0.439535,0,0,0,1
1524970875119570151,0.13552,1.06992,-0.133717,-0.000763227,0.00136143,0.000524289,-0.207547,-0.823851,0.778354,-0.935466,-0.00788188,-0.0297322,0.352076,10,0,-0.5,0.994169,-0.10783,-0.43954,0,0,0,1
1524970875129576441,0.135618,1.06981,-0.133731,-0.000763227,0.00136143,0.000524289,-0.207547,-0.823851,0.778354,-0.935287,-0.00760234,-0.0285691,0.352654,10,0,-0.5,0.994171,-0.107819,-0.439523,0,0,0,1
1524970875139565214,0.135512,1.06991,-0.13371,-0.000445669,-0.000685919,0.000392974,0.258729,-0.254619,-0.0888121,-0.935442,-0.0080249,-0.0294583,0.35216,10,0,-0.5,0.99417,-0.107828,-0.439548,0,0,0,1
1524970875149632628,0.135514,1.0699,-0.133715,8.90829e-05,-0.000778786,-0.0002948,0.258729,-0.254619,-0.0888121,-0.935453,-0.00802903,-0.0293842,0.352135,10,0,-0.5,0.99417,-0.107827,-0.439542,0,0,0,1
1524970875159552315,0.135636,1.06983,-0.133708,0.0141824,-0.00821506,0.00075501,0.589116,-0.303221,0.0145803,-0.935244,-0.00731688,-0.0282067,0.352802,10,0,-0.5,0.99417,-0.107821,-0.43955,0,0,0,1
1524970875169595238,0.135513,1.06991,-0.133707,-0.0146174,0.00968584,0.00010636,0.589116,-0.303221,0.0145803,-0.935452,-0.00792975,-0.0294023,0.352138,10,0,-0.5,0.99417,-0.107828,-0.439551,0,0,0,1
1524970875179594826,0.135519,1.0699,-0.133696,-0.0146174,0.00968584,0.00010636,0.589116,-0.303221,0.0145803,-0.935458,-0.00791799,-0.0293986,0.352125,10,0,-0.5,0.99417,-0.107828,-0.439564,0,0,0,1
1524970875189549720,0.135552,1.06948,-0.133408,0.0023869,-0.0262504,0.0183047,-0.476587,-0.728702,0.70908,-0.935391,-0.00718441,-0.0276196,0.352463,10,0,-0.5,0.994174,-0.107786,-0.43991,0,0,0,1
1524970875199561394,0.135508,1.06991,-0.133705,-0.0026536,0.0260224,-0.0177888,-0.301617,3.12794,-2.15979,-0.935411,-0.00800621,-0.0295333,0.352235,10,0,-0.5,0.994169,-0.107829,-0.439553,0,0,0,1
1524970875209596253,0.135511,1.06991,-0.133739,0.000410863,-0.000325857,-0.00397226,-0.301617,3.12794,-2.15979,-0.93547,-0.00798846,-0.0297592,0.352061,10,0,-0.5,0.99417,-0.107828,-0.439513,0,0,0,1
1524970875219591276,0.135515,1.0699,-0.133702,0.000495941,-0.00132722,0.00438228,0.186837,-1.62243,1.31523,-0.935448,-0.00796823,-0.0292941,0.352158,10,0,-0.5,0.99417,-0.107827,-0.439558,0,0,0,1
1524970875229596804,0.135512,1.06991,-0.133728,0.000495941,-0.00132722,0.00438228,0.186837,-1.62243,1.31523,-0.935464,-0.00796335,-0.0292936,0.352116,10,0,-0.5,0.99417,-0.107829,-0.439526,0,0,0,1
1524970875239609153,0.135524,1.0699,-0.133706,0.000517642,0.000137555,-0.000238912,0.186837,-1.62243,1.31523,-0.935461,-0.00805454,-0.0291636,0.352134,10,0,-0.5,0.99417,-0.107828,-0.439553,0,0,0,1
1524970875249626368,0.135627,1.0698,-0.133731,0.0063113,-0.00596877,-0.00152863,0.00088365,0.0596447,-0.188173,-0.9353,-0.00754156,-0.0284593,0.352629,10,0,-0.5,0.994171,-0.107819,-0.439523,0,0,0,1
1524970875259553873,0.135539,1.06948,-0.133406,-0.0103175,-0.0386057,0.0382043,-0.646268,-2.31086,2.29296,-0.935429,-0.00723194,-0.0277239,0.352351,10,0,-0.5,0.994174,-0.107785,-0.439913,0,0,0,1
1524970875269612035,0.135503,1.0699,-0.133705,-0.00426322,0.0492562,-0.0347059,-0.646268,-2.31086,2.29296,-0.935437,-0.00788992,-0.0296424,0.352159,10,0,-0.5,0.99417,-0.107827,-0.439554,0,0,0,1
1524970875279578865,0.135504,1.06992,-0.133703,-0.00426322,0.0492562,-0.0347059,0.361068,5.23993,-4.34823,-0.935423,-0.00764146,-0.0292076,0.352238,10,0,-0.5,0.994169,-0.107829,-0.439557,0,0,0,1
1524970875289625230,0.135531,1.0699,-0.133711,0.00169509,0.000237025,-0.000378882,0.361068,5.23993,-4.34823,-0.93546,-0.00805218,-0.0292496,0.352129,10,0,-0.5,0.99417,-0.107828,-0.439546,0,0,0,1
