timestamp,ctrl_output_x(ned),ctrl_output_y(ned),ctrl_output_z(ned),U1,q_d_w,q_d_x,q_d_y,q_d_z
1524969012867282603,3.14403,-3.88781,-12.0139,0.369516,0.798756,-0.0935101,-0.388608,-0.243367
1524969012874979747,3.14387,-3.88794,-12.0117,0.368604,0.798746,-0.0935289,-0.38862,-0.243378
1524969012883351306,3.14445,-3.88747,-12.1085,0.372517,0.798935,-0.0928574,-0.388026,-0.243291
1524969012900494384,3.16632,-3.86968,-11.2141,0.3448,0.797903,-0.0987475,-0.394121,-0.242491
1524969012908268136,3.16626,-3.86973,-11.2159,0.345147,0.797904,-0.0987355,-0.394107,-0.242493
1524969012916629101,3.1472,-3.88524,-12.6781,0.389761,0.799955,-0.0890936,-0.384687,-0.242841
1524969012924979266,3.11317,-3.91256,-12.6154,0.387139,0.798793,-0.0902369,-0.384773,-0.244905
1524969012933348330,3.12368,-3.90418,-12.045,0.369549,0.798173,-0.0937657,-0.388236,-0.24457
1524969012950307579,3.14041,-3.89074,-12.0131,0.368604,0.798641,-0.0935991,-0.38858,-0.243585
1524969012958270378,3.14041,-3.89074,-12.0132,0.368585,0.798641,-0.0935986,-0.38858,-0.243585
1524969012966591945,3.0011,-3.52003,-13.0804,0.402191,0.804918,-0.0788001,-0.377774,-0.23635
1524969012974775938,3.00194,-3.52138,-13.0781,0.401297,0.804903,-0.0788411,-0.377808,-0.236365
1524969012983435414,3.02162,-3.9837,-10.1874,0.312664,0.79089,-0.110964,-0.400265,-0.251849
1524969013000489744,3.11247,-3.6803,-12.9032,0.395911,0.803511,-0.083132,-0.38144,-0.237568
1524969013008395710,3.11247,-3.68031,-12.9033,0.395908,0.803511,-0.0831319,-0.38144,-0.237568
1524969013016539546,3.15908,-3.87559,-12.0102,0.36844,0.79922,-0.0931866,-0.388764,-0.242461
1524969013024988468,3.17875,-3.85947,-12.2861,0.377913,0.80031,-0.0908905,-0.387238,-0.241124
1524969013033266169,2.52216,-2.69314,-13.9561,0.428138,0.813993,-0.0572982,-0.360788,-0.224172
1524969013050071941,2.9741,-4.0193,-10.4112,0.319468,0.789977,-0.110131,-0.397957,-0.254393
1524969013058697394,2.98723,-4.00954,-10.6909,0.329061,0.791087,-0.10736,-0.396008,-0.25342
1524969013066438534,2.60094,-2.716,-14.0242,0.430224,0.815095,-0.0573726,-0.361655,-0.22152
1524969013074742352,2.75138,-2.9589,-13.6021,0.417315,0.812336,-0.0641753,-0.367429,-0.225375
1524969013083173715,3.2273,-3.81897,-10.9134,0.335647,0.799154,-0.0995227,-0.396935,-0.238939
1524969013100155625,2.77932,-4.15637,-11.1407,0.341966,0.785524,-0.108327,-0.390696,-0.26456
1524969013108317998,2.79729,-4.14429,-11.2194,0.344318,0.786266,-0.107278,-0.390369,-0.263543
1524969013116935120,2.6037,-1.9757,-12.9446,0.397475,0.831594,-0.0444878,-0.359256,-0.181723
1524969013124932523,2.60417,-1.97681,-12.944,0.396995,0.831574,-0.0445148,-0.359277,-0.181771
1524969013133432138,2.87623,-4.0899,-12.4408,0.382724,0.791062,-0.0964003,-0.383825,-0.258507
1524969013150170665,3.28717,-3.76756,-11.2078,0.344645,0.801666,-0.0957357,-0.395379,-0.234983
1524969013158419498,3.28707,-3.76765,-11.2095,0.344857,0.801667,-0.0957254,-0.395365,-0.234988
1524969013166628403,3.03407,-3.97422,-13.0272,0.400713,0.796933,-0.0893466,-0.381913,-0.249344
1524969013174923901,3.03393,-3.97432,-13.0249,0.399598,0.796926,-0.0893635,-0.381924,-0.249353
